,battery_name,block_duration,choice,exp_id,exp_stage,experiment_exp_id,finishtime,focus_shifts,full_screen,internal_node_id,key_press,large_amt,later_del,possible_responses,responses,rt,small_amt,stim_duration,stimulus,time_elapsed,trial_id,trial_index,trial_type,view_history,worker_id
kirby_1_21,Self Regulation Pilot,1601,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-16.0,81,85,157,"[80, 81]",,1601,80,1601,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$80<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>157 days</font></center></div></div></div></div>,195754,stim,21,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_22,Self Regulation Pilot,5261,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-17.0,81,35,29,"[80, 81]",,5261,24,5261,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$24<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>29 days</font></center></div></div></div></div>,202018,stim,22,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_23,Self Regulation Pilot,2620,larger_later,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-18.0,80,80,14,"[80, 81]",,2620,33,2620,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$33<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>14 days</font></center></div></div></div></div>,205642,stim,23,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_24,Self Regulation Pilot,1645,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-19.0,81,30,179,"[80, 81]",,1645,28,1645,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$28<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>179 days</font></center></div></div></div></div>,208291,stim,24,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_25,Self Regulation Pilot,1028,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-20.0,81,50,30,"[80, 81]",,1028,34,1028,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>30 days</font></center></div></div></div></div>,210322,stim,25,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_26,Self Regulation Pilot,837,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-21.0,81,30,80,"[80, 81]",,837,25,837,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>80 days</font></center></div></div></div></div>,212162,stim,26,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_27,Self Regulation Pilot,1269,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-22.0,81,75,20,"[80, 81]",,1269,41,1269,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$41<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>20 days</font></center></div></div></div></div>,214433,stim,27,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_28,Self Regulation Pilot,1492,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-23.0,81,60,111,"[80, 81]",,1492,54,1492,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>111 days</font></center></div></div></div></div>,216929,stim,28,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_29,Self Regulation Pilot,1452,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-24.0,81,80,30,"[80, 81]",,1452,54,1452,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>30 days</font></center></div></div></div></div>,219386,stim,29,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_30,Self Regulation Pilot,996,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-25.0,81,25,136,"[80, 81]",,996,22,996,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$22<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>136 days</font></center></div></div></div></div>,221386,stim,30,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_31,Self Regulation Pilot,556,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-26.0,81,55,7,"[80, 81]",,556,20,556,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>7 days</font></center></div></div></div></div>,222946,stim,31,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_32,Self Regulation Pilot,,,kirby,,kirby,2016-04-13T04:32:05.167503Z,,,0.0-7.0,,,,,"{""Q0"":""pick money that i want now or later"",""Q1"":""nice""}",15375,,,,239329,post task questions,32,survey-text,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_33,Self Regulation Pilot,,,kirby,,kirby,2016-04-13T04:32:05.167503Z,,,0.0-8.0,13,,,,,990,,,,241321,end,33,poldrack-text,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_2_0,Self Regulation Pilot,,,kirby,,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-0.0-0.0,13,,,,,2440,,,,2443,instruction,0,poldrack-text,,A07375212LC8D25XBGZ1J
kirby_2_1,Self Regulation Pilot,,,kirby,,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-0.0-1.0,,,,,,24776,,,,27223,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":24775}]",A07375212LC8D25XBGZ1J
kirby_2_2,Self Regulation Pilot,,,kirby,,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-1.0,13,,,,,3702,,,,31930,practice_intro,2,poldrack-text,,A07375212LC8D25XBGZ1J
kirby_2_3,Self Regulation Pilot,2924,,kirby,practice,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-2.0,80,,,"[80, 81]",,2924,,2924,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,35858,stim,3,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_4,Self Regulation Pilot,,,kirby,,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-4.0,13,,,,,2262,,,,39121,test_intro,4,poldrack-text,,A07375212LC8D25XBGZ1J
kirby_2_5,Self Regulation Pilot,1870,smaller_sooner,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-0.0,81,55,117,"[80, 81]",,1870,54,1870,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,41993,stim,5,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_6,Self Regulation Pilot,941,larger_later,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-1.0,80,75,61,"[80, 81]",,941,55,941,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,43937,stim,6,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_7,Self Regulation Pilot,1710,smaller_sooner,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-2.0,81,25,53,"[80, 81]",,1710,19,1710,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,46649,stim,7,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_8,Self Regulation Pilot,1015,larger_later,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-3.0,80,85,7,"[80, 81]",,1015,31,1015,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,48666,stim,8,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_9,Self Regulation Pilot,1550,larger_later,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-4.0,80,25,19,"[80, 81]",,1550,14,1550,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,51218,stim,9,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_10,Self Regulation Pilot,1214,smaller_sooner,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-5.0,81,50,160,"[80, 81]",,1214,47,1214,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,53434,stim,10,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_11,Self Regulation Pilot,1046,larger_later,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-6.0,80,35,13,"[80, 81]",,1046,15,1046,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,55481,stim,11,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_12,Self Regulation Pilot,1342,larger_later,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-7.0,80,60,14,"[80, 81]",,1342,25,1342,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,57825,stim,12,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_13,Self Regulation Pilot,1461,smaller_sooner,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-8.0,81,80,192,"[80, 81]",,1461,78,1461,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,60289,stim,13,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_14,Self Regulation Pilot,1758,smaller_sooner,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-9.0,81,55,62,"[80, 81]",,1758,40,1758,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,63049,stim,14,poldrack-single-stim,,A07375212LC8D25XBGZ1J
kirby_2_15,Self Regulation Pilot,1134,larger_later,kirby,test,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-5.0-10.0,80,30,7,"[80, 81]",,1134,11,1134,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,65185,stim,15,poldrack-single-stim,,A07375212LC8D25XBGZ1J
